,score
2999,7
3000,720
3001,528
3002,360
3003,28
3004,116
3005,672
3006,929
3007,805
3008,181
3009,950
3010,757
3011,291
3012,232
3013,806
3014,98
3015,709
3016,385
3017,522
3018,867
3019,313
3020,670
3021,807
3022,649
3023,870
3024,465
3025,76
3026,72
3027,427
3028,938
3029,803
3030,505
3031,26
3032,333
3033,602
3034,875
3035,235
3036,273
3037,837
3038,0
3039,385
3040,666
3041,715
3042,621
3043,128
3044,804
3045,73
3046,708
3047,440
3048,557
3049,423
3050,564
3051,241
3052,838
3053,732
3054,873
3055,763
3056,260
3057,510
3058,732
3059,163
3060,719
3061,503
3062,364
3063,484
3064,989
3065,593
3066,998
3067,832
3068,780
3069,460
3070,196
3071,437
3072,957
3073,25
3074,960
3075,956
3076,891
3077,472
3078,998
3079,376
3080,579
3081,856
3082,336
3083,559
3084,684
3085,896
3086,68
3087,818
3088,800
3089,825
3090,819
3091,726
3092,910
3093,961
3094,860
3095,617
3096,252
3097,155
3098,992
3099,453
3100,203
3101,532
3102,87
3103,20
3104,924
3105,261
3106,963
3107,763
3108,851
3109,527
3110,828
3111,451
3112,102
3113,773
3114,387
3115,784
3116,770
3117,511
3118,6
3119,353
3120,645
3121,368
3122,423
3123,916
3124,739
3125,442
3126,987
3127,719
3128,957
3129,305
3130,223
3131,192
3132,954
3133,481
3134,959
3135,304
3136,774
3137,600
3138,935
3139,922
3140,277
3141,538
3142,815
3143,381
3144,973
3145,209
3146,257
3147,980
3148,325
3149,623
3150,258
3151,893
3152,785
3153,525
3154,427
3155,677
3156,906
3157,145
3158,739
3159,692
3160,301
3161,242
3162,509
3163,977
3164,208
3165,96
3166,662
3167,227
3168,984
3169,773
3170,508
3171,786
3172,89
3173,906
3174,469
3175,611
3176,49
3177,456
3178,427
3179,466
3180,283
3181,818
3182,866
3183,123
3184,678
3185,505
3186,428
3187,477
3188,221
3189,274
3190,385
3191,793
3192,778
3193,801
3194,513
3195,382
3196,664
3197,286
3198,904
3199,711
3200,486
3201,700
3202,571
3203,638
3204,321
3205,698
3206,603
3207,755
3208,155
3209,877
3210,769
3211,948
3212,427
3213,904
3214,503
3215,177
3216,233
3217,689
3218,707
3219,612
3220,174
3221,277
3222,605
3223,731
3224,845
3225,641
3226,877
3227,654
3228,697
3229,757
3230,265
3231,461
3232,268
3233,815
3234,936
3235,893
3236,88
3237,952
3238,510
3239,564
3240,701
3241,553
3242,784
3243,192
3244,309
3245,299
3246,15
3247,174
3248,31
3249,766
3250,130
3251,515
3252,784
3253,493
3254,546
3255,380
3256,954
3257,561
3258,548
3259,693
3260,828
3261,195
3262,860
3263,971
3264,28
3265,88
3266,689
3267,741
3268,352
3269,866
3270,665
3271,89
3272,367
3273,731
3274,869
3275,430
3276,751
3277,841
3278,749
3279,993
3280,964
3281,509
3282,27
3283,54
3284,623
3285,284
3286,512
3287,977
3288,944
3289,233
3290,559
3291,660
3292,988
3293,141
3294,224
3295,769
3296,698
3297,959
3298,536
3299,855
3300,832
3301,842
3302,385
3303,976
3304,19
3305,647
3306,105
3307,953
3308,250
3309,221
3310,959
3311,585
3312,530
3313,761
3314,134
3315,615
3316,509
3317,53
3318,281
3319,293
3320,286
3321,739
3322,833
3323,334
3324,340
3325,741
3326,292
3327,132
3328,400
3329,768
3330,521
3331,759
3332,950
3333,979
3334,820
3335,497
3336,251
3337,589
3338,704
3339,896
3340,770
3341,533
3342,378
3343,722
3344,785
3345,783
3346,997
3347,833
3348,729
3349,250
3350,526
3351,456
3352,890
3353,832
3354,803
3355,587
3356,856
3357,636
3358,4
3359,694
3360,964
3361,626
3362,515
3363,99
3364,171
3365,758
3366,752
3367,463
3368,441
3369,715
3370,794
3371,384
3372,100
3373,870
3374,323
3375,363
3376,819
3377,359
3378,33
3379,950
3380,45
3381,720
3382,241
3383,221
3384,3
3385,327
3386,783
3387,466
3388,16
3389,315
3390,420
3391,64
3392,947
3393,883
3394,228
3395,132
3396,971
3397,352
3398,696
3399,172
3400,821
3401,423
3402,426
3403,678
3404,727
3405,684
3406,974
3407,229
3408,907
3409,450
3410,152
3411,226
3412,767
3413,689
3414,658
3415,137
3416,643
3417,97
3418,138
3419,17
3420,773
3421,243
3422,209
3423,781
3424,892
3425,988
3426,760
3427,130
3428,103
3429,643
3430,63
3431,425
3432,384
3433,930
3434,981
3435,642
3436,858
3437,751
3438,478
3439,547
3440,831
3441,545
3442,716
3443,906
3444,359
3445,57
3446,999
3447,773
3448,749
3449,942
3450,326
3451,552
3452,1
3453,764
3454,738
3455,7
3456,712
3457,325
3458,510
3459,148
3460,358
3461,928
3462,716
3463,767
3464,123
3465,908
3466,432
3467,821
3468,399
3469,38
3470,427
3471,259
3472,731
3473,906
3474,170
3475,468
3476,412
3477,976
3478,468
3479,878
3480,456
3481,747
3482,618
3483,252
3484,93
3485,474
3486,655
3487,49
3488,627
3489,737
3490,586
3491,134
3492,917
3493,546
3494,713
3495,579
3496,446
3497,743
3498,39
3499,480
3500,39
3501,164
3502,211
3503,294
3504,856
3505,573
3506,875
3507,503
3508,782
3509,655
3510,417
3511,845
3512,100
3513,584
3514,550
3515,855
3516,840
3517,128
3518,908
3519,526
3520,735
3521,65
3522,835
3523,45
3524,217
3525,797
3526,386
3527,634
3528,33
3529,865
3530,449
3531,487
3532,181
3533,297
3534,481
3535,603
3536,666
3537,957
3538,634
3539,58
3540,223
3541,656
3542,752
3543,855
3544,433
3545,182
3546,231
3547,745
3548,695
3549,983
3550,715
3551,383
3552,38
3553,888
3554,355
3555,922
3556,710
3557,15
3558,662
3559,31
3560,960
3561,221
3562,907
3563,635
3564,715
3565,579
3566,300
3567,836
3568,638
3569,31
3570,823
3571,105
3572,1
3573,916
3574,248
3575,347
3576,76
3577,265
3578,606
3579,112
3580,528
3581,637
3582,316
3583,775
3584,774
3585,904
3586,655
3587,996
3588,742
3589,490
3590,809
3591,373
3592,984
3593,296
3594,711
3595,752
3596,21
3597,333
3598,748
3599,281
3600,80
3601,552
3602,558
3603,521
3604,295
3605,413
3606,777
3607,569
3608,101
3609,86
3610,514
3611,372
3612,262
3613,968
3614,290
3615,303
3616,164
3617,63
3618,161
3619,503
3620,755
3621,128
3622,507
3623,278
3624,201
3625,735
3626,881
3627,314
3628,581
3629,913
3630,702
3631,613
3632,37
3633,67
3634,58
3635,293
3636,400
3637,577
3638,122
3639,95
3640,135
3641,99
3642,696
3643,991
3644,623
3645,252
3646,657
3647,797
3648,883
3649,151
3650,745
3651,240
3652,947
3653,479
3654,943
3655,131
3656,536
3657,943
3658,631
3659,982
3660,960
3661,771
3662,655
3663,516
3664,507
3665,530
3666,169
3667,893
3668,964
3669,733
3670,382
3671,285
3672,610
3673,417
3674,544
3675,760
3676,408
3677,989
3678,750
3679,714
3680,686
3681,501
3682,28
3683,676
3684,888
3685,428
3686,176
3687,262
3688,404
3689,122
3690,678
3691,887
3692,907
3693,829
3694,153
3695,907
3696,306
3697,693
3698,196
3699,990
3700,632
3701,475
3702,745
3703,448
3704,821
3705,107
3706,606
3707,824
3708,179
3709,602
3710,914
3711,365
3712,612
3713,967
3714,325
3715,811
3716,613
3717,274
3718,515
3719,345
3720,601
3721,640
3722,986
3723,567
3724,357
3725,38
3726,208
3727,369
3728,744
3729,637
3730,335
3731,156
3732,501
3733,564
3734,469
3735,985
3736,880
3737,544
3738,260
3739,622
3740,833
3741,868
3742,192
3743,243
3744,966
3745,822
3746,421
3747,322
3748,181
3749,782
3750,678
3751,865
3752,918
3753,210
3754,387
3755,231
3756,286
3757,426
3758,509
3759,537
3760,637
3761,616
3762,423
3763,430
3764,836
3765,599
3766,501
3767,622
3768,60
3769,424
3770,181
3771,721
3772,279
3773,401
3774,229
3775,813
3776,516
3777,396
3778,357
3779,379
3780,227
3781,658
3782,835
3783,251
3784,676
3785,948
3786,255
3787,810
3788,183
3789,134
3790,328
3791,586
3792,978
3793,955
3794,166
3795,965
3796,370
3797,920
3798,155
3799,23
3800,994
3801,858
3802,904
3803,766
3804,951
3805,246
3806,246
3807,234
3808,567
3809,212
3810,512
3811,869
3812,232
3813,825
3814,980
3815,893
3816,869
3817,580
3818,354
3819,396
3820,709
3821,460
3822,807
3823,989
3824,70
3825,918
3826,307
3827,525
3828,655
3829,389
3830,500
3831,555
3832,816
3833,705
3834,8
3835,419
3836,908
3837,4
3838,68
3839,274
3840,262
3841,774
3842,341
3843,425
3844,150
3845,457
3846,395
3847,705
3848,939
3849,888
3850,365
3851,97
3852,612
3853,329
3854,488
3855,668
3856,856
3857,131
3858,581
3859,886
3860,230
3861,83
3862,86
3863,898
3864,879
3865,601
3866,554
3867,604
3868,98
3869,748
3870,190
3871,784
3872,284
3873,176
3874,29
3875,175
3876,7
3877,284
3878,440
3879,894
3880,221
3881,100
3882,806
3883,57
3884,934
3885,146
3886,134
3887,95
3888,315
3889,526
3890,555
3891,778
3892,690
3893,238
3894,650
3895,616
3896,104
3897,921
3898,801
3899,373
3900,599
3901,673
3902,44
3903,656
3904,2
3905,872
3906,757
3907,673
3908,119
3909,263
3910,474
3911,863
3912,309
3913,861
3914,535
3915,946
3916,770
3917,537
3918,819
3919,84
3920,467
3921,596
3922,8
3923,100
3924,919
3925,714
3926,740
3927,560
3928,183
3929,659
3930,182
3931,312
3932,794
3933,359
3934,819
3935,568
3936,490
3937,234
3938,444
3939,912
3940,464
3941,605
3942,46
3943,319
3944,588
3945,807
3946,106
3947,643
3948,64
3949,506
3950,368
3951,14
3952,439
3953,538
3954,739
3955,470
3956,196
3957,114
3958,413
3959,214
3960,394
3961,933
3962,389
3963,438
3964,165
3965,917
3966,658
3967,406
3968,454
3969,352
3970,949
3971,365
3972,769
3973,76
3974,343
3975,49
3976,608
3977,47
3978,275
3979,655
3980,130
3981,864
3982,785
3983,835
3984,621
3985,575
3986,932
3987,569
3988,136
3989,618
3990,12
3991,458
3992,183
3993,492
3994,151
3995,988
3996,413
3997,228
3998,185
3999,963
4000,984
4001,170
4002,11
4003,762
4004,731
4005,404
4006,314
4007,640
4008,565
4009,137
4010,34
4011,623
4012,439
4013,444
4014,281
4015,451
4016,508
4017,862
4018,726
4019,135
4020,747
4021,894
4022,566
4023,233
4024,711
4025,335
4026,891
4027,351
4028,555
4029,123
4030,575
4031,796
4032,570
4033,526
4034,887
4035,914
4036,635
4037,378
4038,370
4039,495
4040,34
4041,455
4042,857
4043,886
4044,425
4045,343
4046,671
4047,545
4048,430
4049,619
4050,537
4051,446
4052,104
4053,707
4054,989
4055,853
4056,860
4057,30
4058,923
4059,587
4060,397
4061,843
4062,591
4063,23
4064,446
4065,648
4066,547
4067,243
4068,209
4069,694
4070,144
4071,900
4072,490
4073,91
4074,433
4075,685
4076,518
4077,549
4078,979
4079,954
4080,452
4081,842
4082,287
4083,869
4084,882
4085,628
4086,44
4087,151
4088,398
4089,170
4090,154
4091,919
4092,360
4093,799
4094,336
4095,379
4096,172
4097,773
4098,798
4099,215
4100,321
4101,131
4102,860
4103,921
4104,996
4105,443
4106,885
4107,918
4108,929
4109,799
4110,212
4111,162
4112,57
4113,780
4114,958
4115,812
4116,553
4117,119
4118,41
4119,751
4120,76
4121,841
4122,510
4123,711
4124,51
4125,178
4126,412
4127,725
4128,245
4129,570
4130,567
4131,152
4132,874
4133,808
4134,569
4135,500
4136,892
4137,939
4138,235
4139,594
4140,111
4141,135
4142,331
4143,926
4144,106
4145,696
4146,395
4147,550
4148,810
4149,28
4150,697
4151,695
4152,418
4153,834
4154,901
4155,523
4156,777
4157,488
4158,646
4159,397
4160,640
4161,753
4162,349
4163,884
4164,653
4165,885
4166,720
4167,286
4168,963
4169,914
4170,227
4171,169
4172,927
4173,998
4174,674
4175,842
4176,237
4177,912
4178,908
4179,522
4180,533
4181,698
4182,801
4183,773
4184,701
4185,705
4186,749
4187,866
4188,695
4189,277
4190,428
4191,274
4192,328
4193,643
4194,243
4195,552
4196,761
4197,500
4198,114
4199,484
4200,176
4201,684
4202,359
4203,783
4204,5
4205,33
4206,94
4207,191
4208,773
4209,312
4210,994
4211,310
4212,477
4213,880
4214,982
4215,167
4216,204
4217,380
4218,862
4219,705
4220,319
4221,28
4222,958
4223,100
4224,202
4225,579
4226,815
4227,472
4228,290
4229,400
4230,563
4231,162
4232,685
4233,176
4234,647
4235,49
4236,962
4237,969
4238,949
4239,265
4240,866
4241,570
4242,642
4243,659
4244,691
4245,355
4246,277
4247,372
4248,975
4249,217
4250,557
4251,359
4252,205
4253,260
4254,580
4255,909
4256,297
4257,848
4258,465
4259,747
4260,970
4261,884
4262,126
4263,693
4264,817
4265,960
4266,254
4267,886
4268,914
4269,243
4270,834
4271,711
4272,795
4273,667
4274,500
4275,847
4276,779
4277,230
4278,496
4279,676
4280,422
4281,597
4282,607
4283,914
4284,75
4285,108
4286,104
4287,248
4288,784
4289,104
4290,177
4291,597
4292,671
4293,983
4294,126
4295,540
4296,918
4297,824
4298,124
4299,195
4300,587
4301,600
4302,218
4303,311
4304,382
4305,686
4306,562
4307,105
4308,829
4309,143
4310,235
4311,665
4312,44
4313,732
4314,262
4315,891
4316,718
4317,440
4318,229
4319,353
4320,730
4321,728
4322,852
4323,734
4324,928
4325,944
4326,949
4327,869
4328,831
4329,166
4330,690
4331,385
4332,161
4333,592
4334,12
4335,389
4336,663
4337,299
4338,937
4339,408
4340,876
4341,745
4342,217
4343,68
4344,140
4345,9
4346,379
4347,303
4348,55
4349,417
4350,98
4351,665
4352,142
4353,708
4354,499
4355,564
4356,765
4357,768
4358,247
4359,630
4360,242
4361,999
4362,96
4363,344
4364,768
4365,758
4366,122
4367,569
4368,573
4369,173
4370,416
4371,397
4372,444
4373,11
4374,113
4375,156
4376,489
4377,352
4378,243
4379,884
4380,381
4381,61
4382,550
4383,251
4384,578
4385,939
4386,657
4387,862
4388,671
4389,409
4390,849
4391,601
4392,15
4393,10
4394,931
4395,855
4396,970
4397,347
4398,677
4399,602
4400,276
4401,504
4402,201
4403,271
4404,335
4405,874
4406,591
4407,985
4408,413
4409,740
4410,591
4411,853
4412,497
4413,246
4414,224
4415,413
4416,492
4417,832
4418,933
4419,318
4420,151
4421,187
4422,265
4423,432
4424,388
4425,594
4426,798
4427,72
4428,484
4429,389
4430,393
4431,714
4432,103
4433,15
4434,869
4435,383
4436,912
4437,14
4438,523
4439,852
4440,451
4441,536
4442,230
4443,167
4444,929
4445,794
4446,888
4447,307
4448,633
4449,27
4450,516
4451,517
4452,527
4453,458
4454,744
4455,616
4456,672
4457,919
4458,252
4459,0
4460,700
4461,388
4462,909
4463,223
4464,959
4465,268
4466,222
4467,809
4468,763
4469,904
4470,868
4471,616
4472,750
4473,221
4474,235
4475,564
4476,513
4477,297
4478,49
4479,102
4480,348
4481,136
4482,365
4483,444
4484,553
4485,727
4486,346
4487,632
4488,674
4489,504
4490,297
4491,834
4492,439
4493,468
4494,394
4495,968
4496,370
4497,141
4498,236
4499,138
4500,48
4501,34
4502,876
4503,464
4504,19
4505,604
4506,75
4507,716
4508,697
4509,7
4510,517
4511,853
4512,482
4513,299
4514,248
4515,432
4516,395
4517,563
4518,960
4519,782
4520,950
4521,212
4522,527
4523,532
4524,964
4525,262
4526,310
4527,253
4528,90
4529,712
4530,148
4531,435
4532,315
4533,454
4534,29
4535,661
4536,961
4537,289
4538,444
4539,134
4540,914
4541,354
4542,350
4543,602
4544,32
4545,677
4546,404
4547,899
4548,401
4549,737
4550,390
4551,617
4552,205
4553,985
4554,923
4555,911
4556,358
4557,803
4558,280
4559,81
4560,806
4561,287
4562,132
4563,930
4564,265
4565,252
4566,753
4567,607
4568,459
4569,4
4570,66
4571,590
4572,421
4573,19
4574,828
4575,774
4576,918
4577,606
4578,467
4579,908
4580,481
4581,680
4582,633
4583,734
4584,611
4585,134
4586,384
4587,724
4588,200
4589,575
4590,677
4591,727
4592,993
4593,950
4594,214
4595,990
4596,689
4597,363
4598,492
4599,299
4600,810
4601,697
4602,973
4603,291
4604,879
4605,207
4606,963
4607,105
4608,672
4609,260
4610,646
4611,814
4612,402
4613,81
4614,220
4615,193
4616,526
4617,820
4618,837
4619,473
4620,259
4621,258
4622,63
4623,479
4624,891
4625,397
4626,685
4627,203
4628,971
4629,653
4630,111
4631,437
4632,96
4633,200
4634,430
4635,751
4636,550
4637,357
4638,860
4639,977
4640,758
4641,580
4642,47
4643,65
4644,575
4645,250
4646,200
4647,678
4648,942
4649,73
4650,256
4651,444
4652,628
4653,251
4654,443
4655,700
4656,268
4657,48
4658,648
4659,716
4660,893
4661,761
4662,441
4663,503
4664,359
4665,380
4666,147
4667,111
4668,931
4669,319
4670,812
4671,551
4672,413
4673,658
4674,517
4675,237
4676,840
4677,104
4678,880
4679,71
4680,55
4681,252
4682,81
4683,861
4684,528
4685,951
4686,851
4687,605
4688,650
4689,959
4690,458
4691,339
4692,353
4693,437
4694,707
4695,821
4696,157
4697,391
4698,778
4699,906
4700,115
4701,155
4702,612
4703,179
4704,93
4705,404
4706,136
4707,41
4708,868
4709,602
4710,502
4711,372
4712,898
4713,461
4714,711
4715,154
4716,612
4717,546
4718,492
4719,401
4720,619
4721,337
4722,786
4723,338
4724,212
4725,197
4726,115
4727,528
4728,62
4729,270
4730,446
4731,488
4732,826
4733,12
4734,567
4735,864
4736,899
4737,627
4738,607
4739,566
4740,288
4741,327
4742,828
4743,95
4744,858
4745,560
4746,764
4747,20
4748,198
4749,59
4750,789
4751,819
4752,619
4753,37
4754,576
4755,738
4756,281
4757,90
4758,464
4759,256
4760,100
4761,398
4762,145
4763,823
4764,435
4765,545
4766,619
4767,40
4768,606
4769,180
4770,885
4771,652
4772,257
4773,169
4774,171
4775,401
4776,226
4777,807
4778,850
4779,745
4780,500
4781,505
4782,980
4783,522
4784,797
4785,243
4786,877
4787,882
4788,626
4789,60
4790,638
4791,140
4792,616
4793,625
4794,147
4795,292
4796,693
4797,790
4798,195
4799,373
4800,231
4801,213
4802,873
4803,716
4804,286
4805,90
4806,664
4807,709
4808,221
4809,59
4810,810
4811,508
4812,389
4813,938
4814,124
4815,913
4816,297
4817,379
4818,140
4819,87
4820,915
4821,184
4822,778
4823,499
4824,706
4825,547
4826,238
4827,208
4828,324
4829,103
4830,973
4831,593
4832,979
4833,246
4834,256
4835,331
4836,94
4837,862
4838,209
4839,23
4840,114
4841,779
4842,828
4843,331
4844,608
4845,911
4846,276
4847,512
4848,915
4849,837
4850,155
4851,286
4852,356
4853,686
4854,326
4855,878
4856,958
4857,565
4858,855
4859,23
4860,689
4861,574
4862,219
4863,129
4864,81
4865,267
4866,824
4867,627
4868,723
4869,661
4870,118
4871,925
4872,49
4873,0
4874,720
4875,682
4876,693
4877,224
4878,808
4879,784
4880,382
4881,417
4882,888
4883,516
4884,974
4885,763
4886,159
4887,487
4888,789
4889,387
4890,149
4891,638
4892,925
4893,40
4894,360
4895,515
4896,562
4897,320
4898,232
4899,265
4900,742
4901,708
4902,665
4903,107
4904,783
4905,119
4906,952
4907,37
4908,604
4909,319
4910,843
4911,147
4912,976
4913,759
4914,759
4915,651
4916,11
4917,492
4918,730
4919,576
4920,857
4921,720
4922,691
4923,38
4924,147
4925,729
4926,40
4927,586
4928,575
4929,378
4930,500
4931,779
4932,659
4933,776
4934,358
4935,112
4936,813
4937,295
4938,102
4939,583
4940,280
4941,238
4942,400
4943,704
4944,164
4945,900
4946,549
4947,736
4948,993
4949,784
4950,854
4951,17
4952,209
4953,783
4954,106
4955,265
4956,847
4957,956
4958,7
4959,606
4960,739
4961,308
4962,973
4963,604
4964,802
4965,846
4966,977
4967,495
4968,26
4969,177
4970,789
4971,165
4972,727
4973,989
4974,587
4975,137
4976,182
4977,12
4978,238
4979,347
4980,919
4981,465
4982,973
4983,284
4984,113
4985,808
4986,323
4987,445
4988,209
4989,574
4990,402
4991,243
4992,463
4993,651
4994,780
4995,728
4996,132
4997,190
4998,663
4999,62
5000,567
5001,32
5002,472
5003,234
5004,102
5005,106
5006,589
5007,877
5008,679
5009,766
5010,962
5011,387
5012,268
5013,175
5014,347
5015,244
5016,920
5017,55
5018,352
5019,145
5020,804
5021,246
5022,108
5023,156
5024,675
5025,638
5026,246
5027,543
5028,253
5029,225
5030,986
5031,489
5032,226
5033,818
5034,507
5035,171
5036,756
5037,421
5038,582
5039,236
5040,920
5041,723
5042,625
5043,692
5044,555
5045,179
5046,153
5047,553
5048,893
5049,835
5050,136
5051,627
5052,432
5053,559
5054,449
5055,846
5056,183
5057,701
5058,271
5059,324
5060,672
5061,868
5062,662
5063,675
5064,407
5065,695
5066,266
5067,563
5068,372
5069,473
5070,829
5071,288
5072,427
5073,24
5074,546
5075,770
5076,796
5077,658
5078,141
5079,130
5080,583
5081,895
5082,229
5083,790
5084,544
5085,465
5086,495
5087,303
5088,204
5089,312
5090,897
5091,921
5092,147
5093,646
5094,159
5095,771
5096,716
5097,24
5098,416
5099,776
5100,922
5101,262
5102,330
5103,639
5104,239
5105,486
5106,470
5107,247
5108,440
5109,30
5110,798
5111,906
5112,221
5113,940
5114,360
5115,158
5116,337
5117,935
5118,703
5119,836
5120,697
5121,257
5122,644
5123,151
5124,653
5125,619
5126,49
5127,582
5128,356
5129,784
5130,775
5131,231
5132,412
5133,931
5134,568
5135,641
5136,110
5137,245
5138,50
5139,699
5140,694
5141,89
5142,571
5143,177
5144,375
5145,588
5146,448
5147,460
5148,423
5149,832
5150,651
5151,484
5152,824
5153,993
5154,985
5155,191
5156,615
5157,25
5158,524
5159,902
5160,377
5161,908
5162,315
5163,796
5164,588
5165,43
5166,690
5167,416
5168,448
5169,159
5170,194
5171,734
5172,40
5173,563
5174,361
5175,897
5176,554
5177,827
5178,752
5179,667
5180,311
5181,943
